priority,keyword,page,position,impressions,clicks,intent,commercial_potential,volume,keyword_difficulty,score,recommendation,content_type,confidence,reason,next_action,approval_status
Medium,shipping furniture to australia,,8,2826,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,826 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,removals lincoln,,10,2144,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,144 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,removal companies south london,,7,2133,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,133 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,removal companies surrey,,9,1912,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,912 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,removal company leeds,,9,1871,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,871 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,removal companies oxford,,10,1816,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,816 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,moving companies in uk,,7,1589,5,MOFU,Medium,not_available,not_available,58,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,589 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 58/100.",N/A,needs_review
Medium,pickfords removals uk,,1,884,163,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 884 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,pickfords uk,,2,611,83,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 611 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest place to live in the uk,,2,970,82,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 970 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest place to live in england,,2,985,76,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 985 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,pickfords york,,3,520,70,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 520 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest place in the uk,,1,759,67,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 759 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,pickfords moving,,3,616,67,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 616 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,where to live in edinburgh,,1,874,50,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 874 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest places to live in the uk,,2,549,43,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 549 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,pickfords cambridge,,4,700,39,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 700 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,moving companies bristol,,4,924,30,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 924 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,pickfords removal,,2,928,29,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 928 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,edinburgh news,,5,697,24,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 697 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,horsham weather,,4,604,23,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 604 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removal companies oldham,,5,745,22,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 745 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest place in england,,2,626,22,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 626 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,pickfords tamworth,,2,511,22,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 511 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,where to move from uk,,2,586,21,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 586 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,where can i move to from uk,,2,667,20,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 667 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest places to live uk,,3,736,19,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 736 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,manchester uk,,3,822,16,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 822 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest places to live in england,,4,622,16,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 622 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest places in uk,,4,589,16,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 589 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,sheffield removal company,,5,749,14,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 749 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,countries to move to from uk,,3,592,14,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 592 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,safest county in uk,,5,567,14,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 567 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,long distance removal companies,,4,557,14,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 557 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,easiest place to move to from uk,,2,695,13,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 695 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,doncaster removals,,5,526,12,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 526 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,morningside edinburgh,,2,570,11,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 570 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,is hartlepool a nice place to live,,4,895,10,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 895 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,weather,,3,716,10,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 716 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removal companies bury,,4,503,10,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 503 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,is thailand a good place to live,,5,727,9,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 727 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removals prices,,4,950,8,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 950 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,edinburgh areas,,4,760,8,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 760 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,switzerland customs prohibited items,,5,595,8,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 595 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,northumberland,,2,584,8,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 584 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removal companies halifax,,5,863,7,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 863 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,can i move to australia,,2,551,7,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 551 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removal companies harrow,,4,519,7,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 519 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removal company putney,,3,969,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 969 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,emigrate to australia,,3,877,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 877 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,moving companies west london,,4,759,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 759 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,moving companies colchester,,5,649,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 649 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,cheapest and safest place to live in uk,,3,643,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 643 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,places to live in italy,,3,560,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 560 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,is poole a nice place to live,,5,554,6,MOFU,Medium,not_available,not_available,57,Create New Content,New Landing Page,68,No existing page targets this keyword. 554 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 57/100.,N/A,needs_review
Medium,removal cost estimate,,11,213,17,BOFU,High,not_available,not_available,56,Create New Content,New Landing Page,68,No existing page targets this keyword. 213 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 56/100.,N/A,needs_review
Medium,removals cost uk,,13,295,7,BOFU,High,not_available,not_available,56,Create New Content,New Landing Page,68,No existing page targets this keyword. 295 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 56/100.,N/A,needs_review
Medium,where to live in italy,,7,698,20,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 698 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,immigrate to australia from uk,,6,739,17,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 739 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,dog cinema,,7,521,17,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 521 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal prices,,7,565,16,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 565 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,moving company sheffield,,6,807,15,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 807 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,bristol removal company,,7,800,14,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 800 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,sheffield moving company,,7,706,13,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 706 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies prices,,10,534,13,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 534 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,bristol movers,,9,993,12,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 993 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,moving companies southampton,,7,986,12,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 986 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies loughborough,,7,881,12,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 881 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies huddersfield,,9,980,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 980 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies leighton buzzard,,7,883,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 883 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,edinburgh suburbs,,6,830,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 830 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,bristol removals company,,8,773,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 773 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,movers in uk,,9,723,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 723 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,bristol moving companies,,8,587,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 587 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,house movers bristol,,6,557,11,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 557 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,pet hotel london,,8,882,10,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 882 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,house removal prices,,7,633,9,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 633 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies guernsey,,7,563,9,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 563 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,swindon removal companies,,9,865,8,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 865 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,northampton removals,,9,821,8,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 821 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies stevenage,,7,671,8,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 671 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,dog kennel london,,7,507,8,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 507 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,house removal companies birmingham,,7,995,7,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 995 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,house removals stoke on trent,,10,792,7,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 792 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,sheffield removal companies,,7,716,7,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 716 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies worcester,,10,646,7,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 646 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,cambridge removal companies,,6,594,7,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 594 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,moving house planner,,6,954,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 954 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,st albans removal companies,,7,942,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 942 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,cardiff removals,,8,891,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 891 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,removal companies darlington,,10,859,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 859 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,international shipping insurance,,10,825,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 825 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,moving to new york from uk,,6,708,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 708 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,sheffield movers,,6,700,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 700 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,facts about manchester,,7,659,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 659 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,national removal firms,,9,586,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 586 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,house movers leeds,,6,560,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 560 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,moving company essex,,6,516,6,MOFU,Medium,not_available,not_available,55,Create New Content,New Landing Page,68,No existing page targets this keyword. 516 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 55/100.,N/A,needs_review
Medium,pickfords international,,1,385,129,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 385 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords jobs,,4,297,117,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 297 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords move management,,4,450,104,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 450 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords move management ltd,,3,451,103,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 451 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickford delivery,,1,366,90,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 366 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickford delivery moving & storage,,1,356,74,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 356 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords storage,,5,431,58,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 431 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,safest place to live uk,,1,342,52,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 342 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords shipping,,4,211,45,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 211 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
